date,temp_max,temp_min,temp_mean,precipitation,wind_speed_max,year,month,day,day_of_year,day_of_week,time_index,doy_sin,doy_cos,temp_lag_1,temp_lag_2,temp_lag_3,temp_lag_7,temp_lag_14,temp_roll_mean_7,temp_roll_std_7,temp_roll_mean_14,temp_roll_std_14,temp_roll_mean_30,temp_roll_std_30
2010-01-25,55.4,46.5,50.40416666666667,0.0,,2010,1,25,25,0,24,0.4169258813287287,0.908940487313808,50.35,50.35416666666666,50.30833333333334,49.9625,49.675,50.19226190476191,0.15146714156391863,50.010714285714286,0.2261763780067464,49.77361111111111,0.3423831888208238
2010-01-26,55.5,46.6,50.49583333333334,0.0,,2010,1,26,26,1,25,0.4324994021339788,0.901634220265486,50.40416666666667,50.35,50.35416666666666,50.0625,49.73333333333333,50.255357142857136,0.13031999180689596,50.062797619047615,0.22687646002516343,49.798833333333334,0.35811427412675373
2010-01-27,55.6,46.6,50.583333333333336,0.0,,2010,1,27,27,2,26,0.44794493940789115,0.8940611451454876,50.49583333333334,50.40416666666667,50.35,50.1375,49.7625,50.3172619047619,0.12629946251985194,50.117261904761904,0.23313783673129257,49.825641025641026,0.37656468440157814
2010-01-28,55.8,46.7,50.72083333333333,0.0,,2010,1,28,28,3,27,0.4632579225674917,0.88622350294858,50.583333333333336,50.49583333333334,50.40416666666667,50.17083333333333,49.86666666666667,50.38095238095239,0.1327865773799249,50.175892857142856,0.24016542204291277,49.8537037037037,0.3970012011363474
2010-01-29,56.0,46.7,50.80833333333334,0.0,,2010,1,29,29,4,28,0.4784338202547012,0.8781236129591848,50.72083333333333,50.583333333333336,50.49583333333334,50.30833333333334,49.90833333333333,50.45952380952381,0.14941464268850796,50.23690476190477,0.2629796043104233,49.88467261904761,0.4226424163559233
2010-01-30,56.1,46.8,50.89166666666667,0.0,,2010,1,30,30,5,29,0.49346814167723735,0.8697638720650646,50.80833333333334,50.72083333333333,50.583333333333336,50.35416666666666,49.90833333333333,50.53095238095238,0.18121977945469595,50.30119047619048,0.28551866777130946,49.91652298850575,0.4490724053494104
2010-01-31,56.2,47.0,51.0375,0.0,,2010,1,31,31,6,30,0.5083564379375122,0.8611467540480452,50.89166666666667,50.80833333333334,50.72083333333333,50.35,49.95,50.607738095238105,0.20600685122423176,50.37142857142857,0.30192074379069805,49.94902777777778,0.4758244047380476
2010-02-01,56.3,47.0,51.10416666666666,0.0,,2010,2,1,32,0,31,0.5230943033491326,0.8522748088519838,51.0375,50.89166666666667,50.80833333333334,50.40416666666667,49.9625,50.70595238095238,0.2256017819547617,50.449107142857144,0.324227297125731,50.011250000000004,0.4923166242621766
2010-02-02,56.4,47.1,51.15833333333333,0.0,,2010,2,2,33,1,32,0.5376773767406141,0.8431506618282,51.10416666666666,51.0375,50.89166666666667,50.49583333333334,50.0625,50.805952380952384,0.22467642812385985,50.53065476190476,0.33579065049294504,50.07125,0.5124449204118813
2010-02-03,56.5,46.9,51.18333333333334,0.0,,2010,2,3,34,2,33,0.5521013427459208,0.8337770129585915,51.15833333333333,51.10416666666666,51.0375,50.583333333333336,50.1375,50.90059523809524,0.2114137346431525,50.60892857142858,0.3458385740367996,50.13013888888889,0.5327635733267225
2010-02-04,56.6,47.0,51.270833333333336,0.0,,2010,2,4,35,3,34,0.5663619330814524,0.8241566360566663,51.18333333333334,51.15833333333333,51.10416666666666,50.72083333333333,50.17083333333333,50.98630952380952,0.18075385935563276,50.68363095238095,0.3491116025277924,50.18805555555556,0.5499714087541284
2010-02-05,56.8,47.1,51.40416666666667,0.0,,2010,2,5,36,4,35,0.580454927809098,0.8142923779467267,51.270833333333336,51.18333333333334,51.15833333333333,50.80833333333334,50.30833333333334,51.06488095238095,0.16497153835012382,50.76220238095238,0.3486062921362115,50.24736111111111,0.5679219144617762
2010-02-06,56.9,47.3,51.55416666666667,0.0,,2010,2,6,37,5,36,0.5943761565849831,0.804187157621448,51.40416666666667,51.270833333333336,51.18333333333334,50.89166666666667,50.35416666666666,51.15,0.1642533612035547,50.84047619047619,0.36164033259402173,50.30986111111111,0.5889421275996158
2010-02-07,57.0,47.4,51.69583333333333,0.0,,2010,2,7,38,6,37,0.6081214998935418,0.7938439653781019,51.55416666666667,51.40416666666667,51.270833333333336,51.0375,50.35,51.24464285714286,0.18064176818415534,50.92619047619047,0.3792896692972727,50.379444444444445,0.6088654314915531
2010-02-08,57.1,47.5,51.80416666666667,0.0,,2010,2,8,39,0,38,0.6216868902665479,0.7832658619336791,51.69583333333333,51.55416666666667,51.40416666666667,51.10416666666666,50.40416666666667,51.33869047619048,0.2215621396945587,51.02232142857143,0.39234667898941056,50.45347222222222,0.6297578323154981
2010-02-09,57.2,47.7,51.93333333333334,0.0,,2010,2,9,40,1,39,0.6350683134867438,0.7724559775191742,51.80416666666667,51.69583333333333,51.55416666666667,51.15833333333333,50.49583333333334,51.43869047619047,0.2537076260655315,51.122321428571425,0.4009923825623004,50.52902777777778,0.6516653468595542
2010-02-10,57.2,47.8,52.00416666666666,0.0,,2010,2,10,41,2,40,0.6482618097757122,0.7614175109532997,51.93333333333334,51.80416666666667,51.69583333333333,51.18333333333334,50.583333333333336,51.54940476190477,0.27882886456441835,51.225,0.41212265828277,50.60666666666666,0.6759727629462765
2010-02-11,57.2,47.9,52.075,0.0,,2010,2,11,42,3,41,0.6612634749656386,0.7501537286959042,52.00416666666666,51.93333333333334,51.80416666666667,51.270833333333336,50.72083333333333,51.66666666666667,0.27172928726133144,51.3264880952381,0.41687048586352915,50.684305555555554,0.6986540180527598
2010-02-12,57.2,48.1,52.16666666666666,0.0,,2010,2,12,43,4,42,0.6740694616546161,0.7386679638813748,52.075,52.00416666666666,51.93333333333334,51.40416666666667,50.80833333333334,51.78154761904762,0.24518342933640377,51.42321428571428,0.4225947343777173,50.76236111111111,0.7192502909297789
2010-02-13,57.3,48.2,52.28333333333333,0.0,,2010,2,13,44,5,43,0.6866759803451553,0.726963615332308,52.16666666666666,52.075,52.00416666666666,51.55416666666667,50.89166666666667,51.89047619047619,0.21738282132055614,51.52023809523809,0.42647699968180003,50.842499999999994,0.7377036377083569
2010-02-14,57.5,48.3,52.4,0.0,,2010,2,14,45,6,44,0.6990793005655562,0.7150441465537444,52.28333333333333,52.16666666666666,52.075,51.69583333333333,51.0375,51.99464285714286,0.20363755539744421,51.619642857142864,0.43086212450112865,50.92305555555556,0.7591071690645418
2010-02-15,57.6,48.3,52.4625,0.0,,2010,2,15,46,0,45,0.7112757519738152,0.7029130847082615,52.4,52.28333333333333,52.16666666666666,51.80416666666667,51.10416666666666,52.09523809523809,0.2053456403495702,51.71696428571429,0.44296333692202533,51.00611111111111,0.7802701582116827
2010-02-16,57.7,48.3,52.520833333333336,0.0,,2010,2,16,47,1,46,0.7232617254437388,0.6905740195722294,52.4625,52.4,52.28333333333333,51.93333333333334,51.15833333333333,52.18928571428571,0.2005180954770668,51.813988095238095,0.4471556807631732,51.091249999999995,0.7955548423483692
2010-02-17,57.8,48.4,52.5625,0.0,,2010,2,17,48,2,47,0.7350336741329412,0.6780306024735382,52.520833333333336,52.4625,52.4,52.00416666666666,51.18333333333334,52.27321428571428,0.19847300670753554,51.91130952380952,0.44171633904098534,51.176944444444445,0.8067659686828716
2010-02-18,57.9,48.5,52.60416666666666,0.0,,2010,2,18,49,3,48,0.746588114532413,0.6652865452111116,52.5625,52.520833333333336,52.4625,52.075,51.270833333333336,52.352976190476184,0.18399052483078662,52.009821428571435,0.42013812576236637,51.26361111111111,0.8114445202543857
2010-02-19,58.0,48.5,52.69583333333333,0.0,,2010,2,19,50,4,49,0.7579216274973472,0.6523456189565257,52.60416666666666,52.5625,52.520833333333336,52.16666666666666,51.40416666666667,52.42857142857143,0.15755342589285878,52.10505952380952,0.38976001605595184,51.34833333333333,0.8143944169034851
2010-02-20,58.1,48.6,52.775,0.0,,2010,2,20,51,5,50,0.7690308592589181,0.6392116531380588,52.69583333333333,52.60416666666666,52.5625,52.28333333333333,51.55416666666667,52.50416666666666,0.136486161284634,52.19732142857142,0.3630489033967315,51.43361111111111,0.8171729996558776
2010-02-21,58.2,48.6,52.79166666666666,0.0,,2010,2,21,52,6,51,0.7799125224167177,0.6258885343075018,52.775,52.69583333333333,52.60416666666666,52.4,51.69583333333333,52.57440476190476,0.13026923179060862,52.28452380952381,0.3427337486539054,51.52041666666667,0.8167226332570797
2010-02-22,58.2,48.7,52.81666666666666,0.0,,2010,2,22,53,0,52,0.7905633969115482,0.612380204990065,52.79166666666666,52.775,52.69583333333333,52.4625,51.80416666666667,52.630357142857136,0.12694583375986265,52.36279761904761,0.32248146556795215,51.60319444444444,0.8154838984709881
2010-02-23,58.3,48.8,52.90416666666667,0.0,,2010,2,23,54,1,53,0.8009803309782905,0.5986906625177214,52.81666666666666,52.79166666666666,52.775,52.520833333333336,51.93333333333334,52.68095238095238,0.11923893357630796,52.43511904761905,0.30033685808964705,51.68527777777777,0.8093360392280898
2010-02-24,58.4,48.8,52.92083333333333,0.0,,2010,2,24,55,2,54,0.8111602420785621,0.5848239578463322,52.90416666666667,52.81666666666666,52.79166666666666,52.5625,52.00416666666666,52.73571428571428,0.1214509394275056,52.504464285714285,0.2873650941646434,51.77041666666666,0.7982952607124257
2010-02-25,58.4,48.8,52.93333333333334,0.0,,2010,2,25,56,3,55,0.8211001178128892,0.5707841943569036,52.92083333333333,52.90416666666667,52.81666666666666,52.60416666666666,52.075,52.78690476190476,0.1113736976538616,52.569940476190474,0.2684096611232569,51.854305555555555,0.7818343472372248
2010-02-26,58.5,48.8,52.94166666666666,0.0,,2010,2,26,57,4,56,0.8307970168121247,0.5565755266413303,52.93333333333334,52.92083333333333,52.90416666666667,52.69583333333333,52.16666666666666,52.833928571428565,0.08850051564727826,52.63125,0.24353691650504403,51.93555555555555,0.7621994204782188
2010-02-27,58.5,48.7,52.92916666666667,0.0,,2010,2,27,58,5,57,0.8402480696078469,0.5422021592729844,52.94166666666666,52.93333333333334,52.92083333333333,52.775,52.28333333333333,52.86904761904761,0.0717609660148117,52.68660714285714,0.21637788059305088,52.01416666666667,0.7391946728486916
2010-02-28,58.6,48.7,52.93333333333334,0.0,,2010,2,28,59,6,58,0.8494504794814806,0.527668345562516,52.92916666666667,52.94166666666666,52.93333333333334,52.79166666666666,52.4,52.89107142857143,0.06092594602846582,52.73273809523808,0.19116333815836484,52.08777777777778,0.7155371790910852
2010-03-01,58.8,48.7,53.00416666666666,0.0,,2010,3,1,60,0,59,0.8584015232918917,0.512978386299228,52.93333333333334,52.92916666666667,52.94166666666666,52.81666666666666,52.4625,52.91130952380952,0.04341567268755492,52.77083333333333,0.17192816776701098,52.15861111111111,0.6892093286679546
2010-03-02,58.8,48.8,53.0875,0.0,,2010,3,2,61,1,60,0.8670985522812081,0.4981366284784055,53.00416666666666,52.93333333333334,52.92916666666667,52.90416666666667,52.520833333333336,52.93809523809524,0.03149703941730287,52.8095238095238,0.1575506004340102,52.22902777777778,0.6627095953904332
2010-03-03,59.0,48.8,53.225,0.0,,2010,3,3,62,2,61,0.8755389928586302,0.4831474640149687,53.0875,53.00416666666666,52.93333333333334,52.92083333333333,52.5625,52.964285714285715,0.06099375455921073,52.85,0.15030240172976628,52.2973611111111,0.6409445886166446
2010-03-04,59.1,49.0,53.37083333333334,0.0,,2010,3,4,63,3,62,0.8837203473619977,0.4680153284438345,53.225,53.0875,53.00416666666666,52.93333333333334,52.60416666666666,53.007738095238096,0.11194380440160895,52.89732142857142,0.15696615488353366,52.36805555555556,0.6214654204683324
2010-03-05,59.1,49.1,53.47916666666666,0.0,,2010,3,5,64,4,63,0.8916401947968874,0.45274469960737107,53.37083333333334,53.225,53.0875,52.94166666666666,52.69583333333333,53.070238095238096,0.17036569754343397,52.952083333333334,0.17901193378045557,52.441805555555554,0.603990247065735
2010-03-06,59.2,49.2,53.50833333333333,0.0,,2010,3,6,65,5,64,0.8992961915530253,0.4373400963303323,53.47916666666666,53.37083333333334,53.225,52.92916666666667,52.775,53.14702380952381,0.2173961316176425,53.00803571428571,0.2121160702511014,52.51833333333333,0.5841584886371386
2010-03-07,59.2,49.2,53.520833333333336,0.0,,2010,3,7,66,6,65,0.9066860720977985,0.4218060770826634,53.50833333333333,53.47916666666666,53.37083333333334,52.93333333333334,52.79166666666666,53.2297619047619,0.2304814376944045,53.06041666666666,0.2389868550365432,52.592916666666675,0.5617999581770617
2010-03-08,59.3,49.1,53.54583333333333,0.0,,2010,3,8,67,0,66,0.9138076496466615,0.40614723863057883,53.520833333333336,53.50833333333333,53.47916666666666,53.00416666666666,52.81666666666666,53.31369047619047,0.21066355545720342,53.112500000000004,0.25484095090138825,52.663472222222225,0.539844063768928
2010-03-09,59.4,49.2,53.62083333333334,0.0,,2010,3,9,68,1,67,0.9206588168102428,0.3903682146763026,53.54583333333333,53.520833333333336,53.50833333333333,53.0875,52.90416666666667,53.39107142857142,0.1743776727431228,53.16458333333333,0.26407368136174597,52.729861111111106,0.5208512449028232
2010-03-10,59.5,49.1,53.65416666666667,0.0,,2010,3,10,69,2,68,0.9272375462179537,0.374473674486883,53.62083333333334,53.54583333333333,53.520833333333336,53.225,52.92083333333333,53.467261904761905,0.13066843313506474,53.2157738095238,0.2787630002113697,52.79402777777778,0.5074748773265426
2010-03-11,59.7,49.2,53.74583333333334,0.0,,2010,3,11,70,3,69,0.9335418911179212,0.35846832151248087,53.65416666666667,53.62083333333334,53.54583333333333,53.37083333333334,52.93333333333334,53.528571428571425,0.09343089430463827,53.26815476190477,0.2878301112187601,52.85569444444444,0.49529936395058277
2010-03-12,59.9,49.2,53.8875,0.0,,2010,3,12,71,4,70,0.9395699859530622,0.342356891994542,53.74583333333334,53.65416666666667,53.62083333333334,53.47916666666666,52.94166666666666,53.582142857142856,0.0954010263052101,53.32619047619047,0.2968964671563391,52.916111111111114,0.48941958417527415
2010-03-13,60.2,49.3,54.0375,0.0,,2010,3,13,72,5,71,0.945320046913132,0.3261441535642696,53.8875,53.74583333333334,53.65416666666667,53.50833333333333,52.92916666666667,53.64047619047619,0.13749398736245125,53.393750000000004,0.309990996215925,52.97888888888888,0.4891983792680782
2010-03-14,60.2,49.4,54.2695652173913,0.0,,2010,3,14,73,6,72,0.9507903724625832,0.3098349038318025,54.0375,53.8875,53.74583333333334,53.520833333333336,52.93333333333334,53.71607142857143,0.18867576678927586,53.47291666666667,0.3234502415528218,53.044305555555546,0.4953368316490257
2010-03-15,60.2,49.5,54.145833333333336,0.0,,2010,3,15,74,0,73,0.9559793438440766,0.2934339689665273,54.2695652173913,54.0375,53.8875,53.54583333333333,53.00416666666666,53.82303312629399,0.2587608602594377,53.56836180124224,0.34818459644826527,53.11440217391304,0.5152503197921637
2010-03-16,60.2,49.5,54.15833333333333,0.0,,2010,3,16,75,1,74,0.9608854255574977,0.27694620226893646,54.145833333333336,54.2695652173913,54.0375,53.62083333333334,53.0875,53.90874741200828,0.2508900070521715,53.64990942028986,0.33946560874115916,53.17648550724638,0.5237974233271006
2010-03-17,60.3,49.6,54.18333333333334,0.0,,2010,3,17,76,2,75,0.9655071658143364,0.2603764827344581,54.15833333333333,54.145833333333336,54.2695652173913,53.65416666666667,53.225,53.985533126294,0.2294199453068801,53.72639751552794,0.3232484411377201,53.23509661835749,0.5322232491162828
2010-03-18,60.3,49.5,54.13333333333333,0.0,,2010,3,18,77,3,76,0.969843196967294,0.24372971360968387,54.18333333333334,54.15833333333333,54.145833333333336,53.74583333333334,53.37083333333334,54.06112836438923,0.1848962677682529,53.794849896480336,0.31010604708174955,53.2924577294686,0.538776533581048
2010-03-19,60.2,49.4,54.075,0.0,,2010,3,19,78,4,77,0.9738922359149924,0.22701082094141847,54.13333333333333,54.18333333333334,54.15833333333333,53.8875,53.47916666666666,54.116485507246374,0.12211435015474831,53.84931418219462,0.296571026519441,53.346207729468595,0.5395758276088839
2010-03-20,60.4,49.3,54.1,0.0,,2010,3,20,79,5,78,0.9776530844816641,0.2102247521189836,54.075,54.13333333333333,54.18333333333334,54.0375,53.50833333333333,54.14327122153209,0.0749842766144237,53.89187370600415,0.281749122064123,53.396624396135266,0.5344609046209402
2010-03-21,60.5,49.3,54.16666666666666,0.0,,2010,3,21,80,6,79,0.981124629771712,0.19337647441020586,54.1,54.075,54.13333333333333,54.2695652173913,53.520833333333336,54.152199792960666,0.06306433491619358,53.93413561076604,0.2635820931318885,53.44648550724638,0.5277136558177445
2010-03-22,60.6,49.3,54.225,0.0,,2010,3,22,81,0,80,0.984305844499033,0.17647097349152166,54.16666666666666,54.1,54.075,54.145833333333336,53.54583333333333,54.137499999999996,0.03826382587155163,53.980266563147,0.24125326149064383,53.49551328502415,0.5238794247932055
2010-03-23,60.8,49.3,54.3125,0.0,,2010,3,23,82,1,81,0.9871957872910085,0.15951325197263655,54.225,54.16666666666666,54.1,54.15833333333333,53.62083333333334,54.148809523809526,0.05078745001792225,54.0287784679089,0.21391143487884634,53.543846618357485,0.5219977553137363
2010-03-24,60.9,49.3,54.35416666666666,0.0,,2010,3,24,83,2,82,0.9897936029670716,0.14250832791617088,54.3125,54.225,54.16666666666666,54.18333333333334,53.65416666666667,54.170833333333334,0.08039975354643701,54.07818322981367,0.19110254468359889,53.59454106280193,0.5202759075881582
2010-03-25,60.9,49.3,54.38333333333333,0.0,,2010,3,25,84,3,83,0.992098522791769,0.12546123335273648,54.35416666666666,54.3125,54.225,54.13333333333333,53.74583333333334,54.195238095238096,0.10651325152899593,54.128183229813665,0.16080068532030992,53.64579106280193,0.5167227358761228
2010-03-26,60.9,49.4,54.425,0.0,,2010,3,26,85,4,84,0.9941098647022418,0.10837701279187609,54.38333333333333,54.35416666666666,54.3125,54.075,53.8875,54.23095238095238,0.12294272658892766,54.173718944099384,0.13185665273716646,53.69509661835749,0.514081031751243
2010-03-27,60.9,49.3,54.35416666666666,0.0,,2010,3,27,86,5,85,0.9958270335100595,0.09126072172931188,54.425,54.38333333333333,54.35416666666666,54.1,54.0375,54.28095238095238,0.12008525961447046,54.21211180124224,0.11980915070435569,53.745235507246385,0.5092915287220313
2010-03-28,60.9,49.3,54.34583333333333,0.0,,2010,3,28,87,6,86,0.9972495210773451,0.07411742515094437,54.35416666666666,54.425,54.38333333333333,54.16666666666666,54.2695652173913,54.3172619047619,0.09120555016503742,54.234730848861275,0.11406227345940281,53.792596618357486,0.4971046426697425
2010-03-29,61.0,49.2,54.37916666666666,0.0,,2010,3,29,88,0,87,0.998376906467142,0.056952196034039754,54.34583333333333,54.35416666666666,54.425,54.225,54.145833333333336,54.34285714285714,0.06253306003897179,54.24017857142858,0.11761981460361329,53.839402173913044,0.4800339077943589
2010-03-30,61.2,49.3,54.458333333333336,0.0,,2010,3,30,89,1,88,0.9992088560679753,0.03977011384605572,54.37916666666666,54.34583333333333,54.35416666666666,54.3125,54.15833333333333,54.36488095238094,0.03534364554452655,54.25684523809524,0.11973536461515477,53.887735507246376,0.45770332666588665
2010-03-31,61.3,49.3,54.50833333333333,0.0,,2010,3,31,90,2,89,0.9997451236925734,0.022576263041545485,54.458333333333336,54.37916666666666,54.34583333333333,54.35416666666666,54.18333333333334,54.385714285714286,0.041726148019258356,54.27827380952381,0.12735158291670695,53.93856884057971,0.4320143379733289
2010-04-01,61.4,49.3,54.54583333333333,0.0,,2010,4,1,91,3,90,0.9999855506507186,0.005375731557583884,54.50833333333333,54.458333333333336,54.37916666666666,54.38333333333333,54.13333333333333,54.40773809523809,0.05928922026949557,54.30148809523809,0.13789867555204666,53.988707729468594,0.406353089517007
2010-04-02,61.6,49.3,54.62083333333334,0.0,,2010,4,2,92,4,91,0.9999300657962057,-0.011826390691832589,54.54583333333333,54.50833333333333,54.458333333333336,54.425,54.075,54.43095238095238,0.0772373514924038,54.33095238095238,0.14317368014422077,54.03731884057971,0.3812811674344207
2010-04-03,61.6,49.4,54.708333333333336,0.0,,2010,4,3,93,5,92,0.9995786855478958,-0.029025013321975237,54.62083333333334,54.54583333333333,54.50833333333333,54.35416666666666,54.1,54.458928571428565,0.10514618823059482,54.36994047619047,0.1424298688889628,54.083846618357484,0.3634872654369025
2010-04-04,61.6,49.5,54.775,0.0,,2010,4,4,94,6,93,0.9989315138848577,-0.046215046983708354,54.708333333333336,54.62083333333334,54.54583333333333,54.34583333333333,54.16666666666666,54.509523809523806,0.12886870394744865,54.41339285714286,0.1464791430429471,54.12842995169082,0.35494206793630867
2010-04-05,61.7,49.5,54.825,0.0,,2010,4,5,95,0,94,0.9979887423155984,-0.06339140486951038,54.775,54.708333333333336,54.62083333333334,54.37916666666666,54.225,54.57083333333333,0.13965068855815305,54.456845238095234,0.15747580826617055,54.171624396135265,0.3520418024404663
2010-04-06,61.8,49.6,54.89166666666667,0.0,,2010,4,6,96,1,95,0.9967506498213929,-0.08054900421874167,54.825,54.775,54.708333333333336,54.458333333333336,54.3125,54.63452380952382,0.13933361338907377,54.499702380952385,0.17062185382379294,54.21551328502415,0.3485550022393487
2010-04-07,61.9,49.7,54.90833333333333,0.0,,2010,4,7,97,2,96,0.9952176027737294,-0.09768276782171598,54.89166666666667,54.825,54.775,54.50833333333333,54.35416666666666,54.69642857142857,0.14418570385345564,54.541071428571435,0.19076471965749156,54.2612077294686,0.34417271078526085
2010-04-08,61.9,49.7,54.9125,0.0,,2010,4,8,98,3,97,0.9933900548258936,-0.11478762552212701,54.90833333333333,54.89166666666667,54.825,54.54583333333333,54.38333333333333,54.753571428571426,0.13626186177171012,54.58065476190476,0.2058934508309038,54.30662439613526,0.33632504817292236
2010-04-09,61.9,49.8,54.975,0.0,,2010,4,9,99,4,98,0.9912685467787256,-0.13185851571739118,54.9125,54.90833333333333,54.89166666666667,54.62083333333334,54.425,54.80595238095238,0.11128087229900942,54.61845238095238,0.21524257264579943,54.34967995169082,0.3280813630394342
2010-04-10,61.9,49.9,54.99583333333334,0.0,,2010,4,10,100,5,99,0.9888537064205885,-0.1488903868564548,54.975,54.9125,54.90833333333333,54.708333333333336,54.35416666666666,54.856547619047625,0.09191434792480792,54.657738095238095,0.22708469855380978,54.3937077294686,0.3200547969856053
2010-04-11,62.0,49.9,55.0375,0.0,,2010,4,11,101,6,100,0.986146248341595,-0.16587819893463143,54.99583333333334,54.975,54.9125,54.775,54.34583333333333,54.89761904761905,0.07779726229829019,54.70357142857143,0.22585223891195866,54.435374396135266,0.3141133001970586
2010-04-12,62.2,50.0,55.19583333333333,0.0,,2010,4,12,102,0,101,0.9831469737221499,-0.1828169249850199,55.0375,54.99583333333334,54.975,54.825,54.37916666666666,54.93511904761905,0.07188182909777567,54.75297619047619,0.21705726977842751,54.4737077294686,0.3151164727752708
2010-04-13,62.2,50.1,55.30416666666667,0.0,,2010,4,13,103,1,102,0.9798567700958665,-0.1997015525660636,55.19583333333333,55.0375,54.99583333333334,54.89166666666667,54.458333333333336,54.988095238095234,0.10583192724948536,54.81130952380953,0.21860223074510826,54.51231884057972,0.3304185965004947
2010-04-14,62.3,50.2,55.4125,0.0,,2010,4,14,104,2,103,0.9762766110869321,-0.21652708524481437,55.30416666666667,55.19583333333333,55.0375,54.90833333333333,54.50833333333333,55.04702380952381,0.14916267619011253,54.87172619047619,0.23012433100963264,54.54680555555556,0.3571211844593658
2010-04-15,62.5,50.3,55.5625,0.0,,2010,4,15,105,3,104,0.9724075561219968,-0.23328854407545518,55.4125,55.30416666666667,55.19583333333333,54.9125,54.54583333333333,55.11904761904763,0.18775996088088892,54.93630952380953,0.24658148093423404,54.58902777777777,0.3820858063029394
2010-04-16,62.6,50.5,55.67916666666667,0.0,,2010,4,16,106,4,105,0.9682507501166718,-0.2499809690726521,55.5625,55.4125,55.30416666666667,54.975,54.62083333333334,55.21190476190476,0.22551931544803078,55.00892857142857,0.2712145105716091,54.63583333333333,0.41231578958968174
2010-04-17,62.6,50.6,55.708333333333336,0.0,,2010,4,17,107,5,106,0.9638074231367307,-0.26659942067929354,55.67916666666667,55.5625,55.4125,54.99583333333334,54.708333333333336,55.3125,0.25707579225375676,55.084523809523816,0.3006200348815519,54.68569444444445,0.4448684145790155
2010-04-18,62.8,50.6,55.76666666666667,0.0,,2010,4,18,108,6,107,0.9590788900341131,-0.28313898122818354,55.708333333333336,55.67916666666667,55.5625,55.0375,54.775,55.41428571428571,0.2517974405313378,55.155952380952385,0.322374811245067,54.73819444444444,0.46967814667329577
2010-04-19,62.9,50.6,55.82916666666667,0.0,,2010,4,19,109,0,108,0.9540665500578387,-0.2995947563972602,55.76666666666667,55.708333333333336,55.67916666666667,55.19583333333333,54.825,55.51845238095239,0.2185793930317548,55.22678571428572,0.3406595314403852,54.79458333333333,0.48848344903484975
