date,temp_max,temp_min,temp_mean,precipitation,wind_speed_max,weather,year,month,day,day_of_year,day_of_week,time_index,doy_sin,doy_cos,temp_lag_1,temp_lag_2,temp_lag_3,temp_lag_7,temp_lag_14,temp_roll_mean_7,temp_roll_std_7,temp_roll_mean_14,temp_roll_std_14,temp_roll_mean_30,temp_roll_std_30
2012-03-02,6.7,3.9,5.3,2.0,5.1,rain,2012,3,2,62,4,61,0.8755389928586302,0.4831474640149687,3.6,3.05,3.0500000000000003,5.550000000000001,7.2,3.4928571428571433,1.343635792488862,4.785714285714286,1.938618517976593,6.151666666666667,2.4730437526050477
2012-03-03,12.2,6.7,9.45,0.0,7.0,sun,2012,3,3,63,5,62,0.8837203473619977,0.4680153284438345,5.3,3.6,3.05,5.0,5.3,3.457142857142857,1.2817398889233227,4.65,1.819446238662912,6.125,2.477928431239456
2012-03-04,10.6,6.7,8.65,0.0,5.6,rain,2012,3,4,64,6,63,0.8916401947968874,0.45274469960737107,9.45,5.3,3.6,1.95,4.45,4.092857142857143,2.6000686804115705,4.946428571428571,2.2261094283105645,6.273333333333334,2.540660154957469
2012-03-05,7.8,1.1,4.45,6.9,6.2,rain,2012,3,5,65,0,64,0.8992961915530253,0.4373400963303323,8.65,9.45,5.3,2.25,4.75,5.05,2.896118091514919,5.246428571428572,2.427919676604635,6.285,2.5510697553284833
2012-03-06,6.7,0.0,3.35,0.5,2.7,snow,2012,3,6,66,1,65,0.9066860720977985,0.4218060770826634,4.45,8.65,9.45,3.0500000000000003,8.9,5.364285714285714,2.650583942850189,5.225,2.4339545220452696,6.09,2.4553741199592216
2012-03-07,8.9,-1.7,3.6,0.0,2.7,sun,2012,3,7,67,2,66,0.9138076496466615,0.40614723863057883,3.35,4.45,8.65,3.05,6.4,5.4071428571428575,2.6090273684888445,4.828571428571429,2.2330312517805413,5.941666666666666,2.48277109272091
2012-03-08,15.6,0.6,8.1,0.0,2.5,sun,2012,3,8,68,3,67,0.9206588168102428,0.3903682146763026,3.6,3.35,4.45,3.6,5.550000000000001,5.485714285714286,2.5333959892001197,4.628571428571428,2.2066956053124986,5.765,2.453398417115218
2012-03-09,9.4,5.0,7.2,3.6,2.8,rain,2012,3,9,69,4,68,0.9272375462179537,0.374473674486883,8.1,3.6,3.35,5.3,5.550000000000001,6.128571428571428,2.5460520325360525,4.810714285714286,2.3865148850789297,5.6450000000000005,2.2310639954344986
2012-03-10,7.2,6.1,6.65,10.4,3.4,rain,2012,3,10,70,5,69,0.9335418911179212,0.35846832151248087,7.2,8.1,3.6,9.45,5.0,6.3999999999999995,2.5442746183015195,4.928571428571429,2.4652753228762134,5.635000000000001,2.2231210586424037
2012-03-11,6.7,2.8,4.75,13.7,5.8,rain,2012,3,11,71,6,70,0.9395699859530622,0.342356891994542,6.65,7.2,8.1,8.65,1.95,6.0,2.178684618449095,5.046428571428572,2.5080228410898835,5.541666666666667,2.113506782468474
2012-03-12,8.3,0.6,4.45,19.3,6.2,snow,2012,3,12,72,0,71,0.945320046913132,0.3261441535642696,4.75,6.65,7.2,4.45,2.25,5.442857142857143,1.8640074596212928,5.246428571428572,2.348687381833184,5.375,1.961911014186479
2012-03-13,5.6,0.6,3.1,9.4,5.3,snow,2012,3,13,73,1,72,0.9507903724625832,0.3098349038318025,4.45,4.75,6.65,3.35,3.0500000000000003,5.442857142857143,1.8640074596212928,5.403571428571428,2.2017881094966603,5.281666666666666,1.9360679728259313
2012-03-14,7.8,1.1,4.45,8.6,4.7,rain,2012,3,14,74,2,73,0.9559793438440766,0.2934339689665273,3.1,4.45,4.75,3.6,3.05,5.4071428571428575,1.9125525202872624,5.4071428571428575,2.1977135971152046,5.163333333333333,1.9579164388730201
2012-03-15,11.1,5.6,8.35,23.9,5.8,snow,2012,3,15,75,3,74,0.9608854255574977,0.27694620226893646,4.45,3.1,4.45,8.1,3.6,5.528571428571429,1.8025114754274476,5.507142857142858,2.1124044942322824,5.118333333333334,1.95829285847144
2012-03-16,8.9,3.9,6.4,8.4,5.1,rain,2012,3,16,76,4,75,0.9655071658143364,0.2603764827344581,8.35,4.45,3.1,7.2,5.3,5.564285714285715,1.8634006291621563,5.846428571428571,2.163372037220729,5.266666666666667,2.030047278765448
2012-03-17,10.0,0.6,5.3,9.4,3.8,snow,2012,3,17,77,5,76,0.969843196967294,0.24372971360968387,6.4,8.35,4.45,6.65,9.45,5.45,1.7684739183827438,5.925,2.16197470276241,5.35,2.023312408761506
2012-03-18,5.0,-0.6,2.2,3.6,2.7,rain,2012,3,18,78,6,77,0.9738922359149924,0.22701082094141847,5.3,6.4,8.35,4.75,8.65,5.257142857142858,1.6875595227597633,5.628571428571428,1.911474892258923,5.351666666666666,2.0232477873941725
2012-03-19,7.2,-1.1,3.05,2.0,3.0,rain,2012,3,19,79,0,78,0.9776530844816641,0.2102247521189836,2.2,5.3,6.4,4.45,4.45,4.892857142857143,2.0513062040702654,5.167857142857144,1.9045095414322801,5.1850000000000005,2.0711128942405983
2012-03-20,7.8,2.2,5.0,3.6,6.4,rain,2012,3,20,80,1,79,0.981124629771712,0.19337647441020586,3.05,2.2,5.3,3.1,3.35,4.692857142857143,2.166684981607578,5.067857142857143,1.9803464287901698,5.109999999999999,2.107228937041123
2012-03-21,8.9,1.1,5.0,1.3,2.5,rain,2012,3,21,81,2,80,0.984305844499033,0.17647097349152166,5.0,3.05,2.2,4.45,3.6,4.964285714285714,2.0497386592999094,5.185714285714286,1.9183755719787603,5.128333333333333,2.1036783603198885
2012-03-22,10.0,1.7,5.85,4.1,2.1,rain,2012,3,22,82,3,81,0.9871957872910085,0.15951325197263655,5.0,5.0,3.05,8.35,8.1,5.042857142857143,2.0372425341272358,5.285714285714286,1.865107603766167,5.136666666666667,2.102622883092867
2012-03-23,12.2,0.6,6.4,0.0,2.8,sun,2012,3,23,83,4,82,0.9897936029670716,0.14250832791617088,5.85,5.0,5.0,6.4,7.2,4.685714285714285,1.512369632319403,5.125,1.692943499443408,5.035,1.9848195436083524
2012-03-24,15.0,3.3,9.15,0.0,5.2,sun,2012,3,24,84,5,83,0.992098522791769,0.12546123335273648,6.4,5.85,5.0,5.3,6.65,4.685714285714286,1.512369632319403,5.067857142857143,1.629842741689321,5.034999999999999,1.9848195436083524
2012-03-25,13.3,2.2,7.75,0.0,2.7,rain,2012,3,25,85,6,84,0.9941098647022418,0.10837701279187609,9.15,6.4,5.85,2.2,4.75,5.235714285714287,2.278836378087566,5.246428571428571,1.9264818757471918,5.155,2.1211720085026546
2012-03-26,12.8,6.1,9.45,0.0,4.3,drizzle,2012,3,26,86,0,85,0.9958270335100595,0.09126072172931188,7.75,9.15,6.4,3.05,4.45,6.028571428571429,1.9943372213296742,5.4607142857142845,2.0310265092604483,5.2283333333333335,2.1727022477714883
2012-03-27,14.4,6.7,10.55,4.8,3.8,rain,2012,3,27,87,1,86,0.9972495210773451,0.07411742515094437,9.45,7.75,9.15,5.0,3.1,6.942857142857143,1.8640074596212903,5.817857142857143,2.2656810101072122,5.376666666666667,2.304483386392909
2012-03-28,10.6,7.2,8.9,1.3,5.9,rain,2012,3,28,88,2,87,0.998376906467142,0.056952196034039754,10.55,9.45,7.75,5.0,4.45,7.735714285714287,2.0689599411528588,6.3500000000000005,2.4459542734262842,5.663333333333333,2.3965828163037277
2012-03-29,10.0,6.1,8.05,27.4,4.4,rain,2012,3,29,89,3,88,0.9992088560679753,0.03977011384605572,8.9,10.55,9.45,5.85,8.35,8.292857142857143,1.7020645726657397,6.667857142857143,2.4690863416732425,5.885000000000001,2.3774497347744954
2012-03-30,9.4,5.0,7.2,5.6,4.7,rain,2012,3,30,90,4,89,0.9997451236925734,0.022576263041545485,8.05,8.9,10.55,6.4,6.4,8.607142857142858,1.3405311669348852,6.646428571428571,2.45462391649486,6.051666666666667,2.3469159268742668
2012-03-31,10.0,2.8,6.4,13.2,3.4,rain,2012,3,31,91,5,90,0.9999855506507186,0.005375731557583884,7.2,8.05,8.9,9.15,5.3,8.721428571428572,1.1401232180694096,6.703571428571428,2.4577557215502885,6.1899999999999995,2.285388369621235
2012-04-01,8.9,4.4,6.65,1.5,6.8,rain,2012,4,1,92,6,91,0.9999300657962057,-0.011826390691832589,6.4,7.2,8.05,7.75,2.2,8.32857142857143,1.4097449955154833,6.7821428571428575,2.42682184877965,6.283333333333333,2.232531164910998
2012-04-02,16.7,4.4,10.55,0.0,3.1,sun,2012,4,2,93,0,92,0.9995786855478958,-0.029025013321975237,6.65,6.4,7.2,9.45,3.05,8.17142857142857,1.5402535350976962,7.1,2.0413042587823766,6.328333333333334,2.225622087902824
2012-04-03,11.7,3.3,7.5,1.5,3.1,rain,2012,4,3,94,1,93,0.9989315138848577,-0.046215046983708354,10.55,6.65,6.4,10.55,5.0,8.32857142857143,1.736101269813376,7.635714285714286,1.873953920645672,6.364999999999999,2.2870380634017184
2012-04-04,10.6,2.8,6.699999999999999,0.0,2.1,sun,2012,4,4,95,2,94,0.9979887423155984,-0.06339140486951038,7.5,10.55,6.65,8.9,5.0,7.892857142857143,1.443788007127019,7.814285714285715,1.7159241254774618,6.326666666666666,2.2568567298015574
2012-04-05,9.4,2.8,6.1,4.6,1.8,snow,2012,4,5,96,3,95,0.9967506498213929,-0.08054900421874167,6.699999999999999,7.5,10.55,8.05,5.85,7.578571428571428,1.4273685411907304,7.935714285714285,1.5539563120564899,6.401666666666667,2.229561706322311
2012-04-06,11.1,3.3,7.199999999999999,0.3,2.6,rain,2012,4,6,97,4,96,0.9952176027737294,-0.09768276782171598,6.1,6.699999999999999,7.5,7.2,6.4,7.3,1.5080340402877745,7.953571428571429,1.529387042339091,6.493333333333334,2.155055537060727
2012-04-07,16.1,1.7,8.9,0.0,4.3,sun,2012,4,7,98,5,97,0.9933900548258936,-0.11478762552212701,7.199999999999999,6.1,6.699999999999999,6.4,9.15,7.3,1.5080340402877745,8.010714285714286,1.4810571291412788,6.613333333333333,2.0875630625755695
2012-04-08,21.1,7.2,14.15,0.0,4.1,sun,2012,4,8,99,6,98,0.9912685467787256,-0.13185851571739118,8.9,7.199999999999999,6.1,6.65,7.75,7.6571428571428575,1.5546780404713416,7.992857142857142,1.4677110833457008,6.64,2.112173255693995
2012-04-09,20.0,6.1,13.05,0.0,2.1,sun,2012,4,9,100,0,99,0.9888537064205885,-0.1488903868564548,14.15,8.9,7.199999999999999,10.55,9.45,8.72857142857143,2.816892073257502,8.450000000000001,2.200174818229046,6.871666666666667,2.517890583108359
2012-04-10,17.8,8.9,13.35,0.0,3.2,rain,2012,4,10,101,1,100,0.986146248341595,-0.16587819893463143,13.05,14.15,8.9,7.5,10.55,9.085714285714285,3.2164569386353103,8.707142857142857,2.5140265850483074,7.085,2.758127488238953
2012-04-11,11.1,7.2,9.15,2.3,2.6,rain,2012,4,11,102,2,101,0.9831469737221499,-0.1828169249850199,13.35,13.05,14.15,6.699999999999999,8.9,9.921428571428573,3.4845919348441567,8.907142857142857,2.770230283600229,7.371666666666667,2.9474911404427515
2012-04-12,13.9,5.6,9.75,0.5,2.6,rain,2012,4,12,103,3,102,0.9798567700958665,-0.1997015525660636,9.15,13.35,13.05,6.1,8.05,10.27142857142857,3.220100560393667,8.925,2.7709863559056664,7.528333333333334,2.911531275431555
2012-04-13,15.0,3.9,9.45,0.0,4.0,drizzle,2012,4,13,104,4,103,0.9762766110869321,-0.21652708524481437,9.75,9.15,13.35,7.199999999999999,7.2,10.792857142857143,2.6827269353260306,9.046428571428573,2.7669383444879614,7.750000000000001,2.8142800880141814
2012-04-14,15.6,3.3,9.45,0.0,3.0,sun,2012,4,14,105,5,104,0.9724075561219968,-0.23328854407545518,9.45,9.75,9.15,8.9,6.4,11.114285714285714,2.2859560884004795,9.207142857142857,2.7163222550733135,7.916666666666667,2.7596330757264966
2012-04-15,16.1,7.2,11.65,0.0,2.9,rain,2012,4,15,106,6,105,0.9682507501166718,-0.2499809690726521,9.45,9.45,9.75,14.15,6.65,11.192857142857145,2.2051886864522783,9.424999999999999,2.5933902669908844,7.953333333333333,2.7728652345895584
2012-04-16,13.3,6.7,10.0,8.1,5.8,rain,2012,4,16,107,0,106,0.9638074231367307,-0.26659942067929354,11.65,9.45,9.45,13.05,10.55,10.835714285714285,1.8142294704442867,9.782142857142858,2.5252271141467544,8.128333333333334,2.836391689469555
2012-04-17,10.0,4.4,7.2,1.8,2.0,rain,2012,4,17,108,1,107,0.9590788900341131,-0.28313898122818354,10.0,11.65,9.45,13.35,7.5,10.4,1.5392097539538445,9.742857142857144,2.5166260336821127,8.285,2.8044038643681053
2012-04-18,13.3,7.2,10.25,1.8,3.9,rain,2012,4,18,109,2,108,0.9540665500578387,-0.2995947563972602,7.2,10.0,11.65,9.15,6.699999999999999,9.521428571428572,1.3133472322203865,9.721428571428572,2.5383757894274868,8.451666666666666,2.568995621978973
2012-04-19,13.9,5.0,9.45,10.9,2.6,rain,2012,4,19,110,3,109,0.9487718864399473,-0.31596187665790293,10.25,7.2,10.0,9.75,6.1,9.678571428571429,1.3272330688494822,9.975,2.3860774054115153,8.691666666666666,2.376032745817154
2012-04-20,13.3,6.7,10.0,6.6,2.7,rain,2012,4,20,111,4,110,0.9431964659565866,-0.33223549871590435,9.45,10.25,7.2,9.45,7.199999999999999,9.635714285714284,1.3293840320847476,10.214285714285714,2.1208152071449087,8.84,2.274347196980662
2012-04-21,20.0,4.4,12.2,0.0,2.3,sun,2012,4,21,112,5,111,0.9373419384643772,-0.3484108069446808,10.0,9.45,10.25,9.45,8.9,9.714285714285714,1.3328272849205056,10.414285714285713,1.9389160900863038,9.006666666666666,2.1637584372366163
2012-04-22,23.3,8.3,15.8,0.0,2.6,rain,2012,4,22,113,6,112,0.9312100364121947,-0.3644830148102912,12.2,10.0,9.45,11.65,14.15,10.107142857142858,1.6169489198870195,10.65,1.9412525694668097,9.218333333333334,2.154885521134568
2012-04-23,21.7,8.9,15.3,0.0,3.5,sun,2012,4,23,114,0,113,0.9248025743285089,-0.38044736628785164,15.8,12.2,10.0,10.0,13.05,10.700000000000001,2.684989137159897,10.767857142857142,2.2025865164931235,9.531666666666666,2.4003765269774577
2012-04-24,13.9,10.0,11.95,4.3,2.8,rain,2012,4,24,115,1,114,0.9181214482844365,-0.39629913726891813,15.3,15.8,12.2,7.2,13.35,11.457142857142857,3.159961573003241,10.928571428571429,2.4500953109964887,9.736666666666666,2.6192896290634855
2012-04-25,16.7,8.9,12.8,10.7,2.6,rain,2012,4,25,116,2,115,0.9111686353326631,-0.41203363695942635,11.95,15.3,15.8,10.25,9.15,12.135714285714284,2.543245021246518,10.828571428571427,2.37095520232427,9.876666666666665,2.6216845510200995
2012-04-26,13.9,6.7,10.3,3.8,5.2,rain,2012,4,26,117,3,116,0.9039461929224011,-0.42764620926777464,12.8,11.95,15.3,9.45,9.75,12.5,2.4071075311806545,11.089285714285714,2.3728576225098803,9.988333333333333,2.6737124949678335
